x,y,V_teorica
0.02020202,0.25252525,0.053974084
0.02020202,0.26262626,0.058769513
0.02020202,0.27272727,0.063769003
0.02020202,0.28282828,0.068972554
0.02020202,0.29292929,0.074380165
0.02020202,0.3030303,0.079991838
0.02020202,0.31313131,0.085807571
0.02020202,0.32323232,0.091827365
0.02020202,0.33333333,0.098051219
0.02020202,0.34343434,0.10447913
0.02020202,0.35353535,0.11111111
0.02020202,0.36363636,0.11794715
0.02020202,0.37373737,0.12498725
0.02020202,0.38383838,0.1322314
0.02020202,0.39393939,0.13967962
0.02020202,0.4040404,0.1473319
0.02020202,0.41414141,0.15518825
0.02020202,0.42424242,0.16324865
0.02020202,0.43434343,0.17151311
0.02020202,0.44444444,0.17998163
0.02020202,0.45454545,0.18865422
0.02020202,0.46464646,0.19753086
0.02020202,0.47474747,0.20661157
0.02020202,0.48484848,0.21589634
0.02020202,0.49494949,0.22538516
0.02020202,0.50505051,0.23507805
0.02020202,0.51515152,0.244975
0.02020202,0.52525253,0.25507601
0.02020202,0.53535354,0.26538108
0.02020202,0.54545455,0.27589022
0.02020202,0.55555556,0.28660341
0.02020202,0.56565657,0.29752066
0.02020202,0.57575758,0.30864198
0.02020202,0.58585859,0.31996735
0.02020202,0.5959596,0.33149679
0.02020202,0.60606061,0.34323028
0.02020202,0.61616162,0.35516784
0.02020202,0.62626263,0.36730946
0.02020202,0.63636364,0.37965514
0.02020202,0.64646465,0.39220488
0.02020202,0.65656566,0.40495868
0.02020202,0.66666667,0.41791654
0.02020202,0.67676768,0.43107846
0.02020202,0.68686869,0.44444444
0.02020202,0.6969697,0.45801449
0.02020202,0.70707071,0.47178859
0.02020202,0.71717172,0.48576676
0.02020202,0.72727273,0.49994898
0.02020202,0.73737374,0.51433527
0.02020202,0.74747475,0.52892562
0.02020202,0.75757576,0.54372003
0.02020202,0.76767677,0.5587185
0.02020202,0.77777778,0.57392103
0.02020202,0.78787879,0.58932762
0.02020202,0.7979798,0.60493827
0.02020202,0.80808081,0.62075298
0.02020202,0.81818182,0.63677176
0.02020202,0.82828283,0.65299459
0.02020202,0.83838384,0.66942149
0.02020202,0.84848485,0.68605244
0.02020202,0.85858586,0.70288746
0.02020202,0.86868687,0.71992654
0.02020202,0.87878788,0.73716968
0.02020202,0.88888889,0.75461688
0.02020202,0.8989899,0.77226814
0.02020202,0.90909091,0.79012346
0.02020202,0.91919192,0.80818284
0.02020202,0.92929293,0.82644628
0.02020202,0.93939394,0.84491378
0.02020202,0.94949495,0.86358535
0.02020202,0.95959596,0.88246097
0.02020202,0.96969697,0.90154066
0.02020202,0.97979798,0.92082441
0.02020202,0.98989899,0.94031221
0.02020202,1,0.96000408
0.04040404,0,0.0016324865
0.04040404,0.01010101,0.00091827365
0.04040404,0.02020202,0.00040812162
0.04040404,0.03030303,0.00010203041
0.04040404,0.04040404,0
0.04040404,0.050505051,0.00010203041
0.04040404,0.060606061,0.00040812162
0.04040404,0.070707071,0.00091827365
0.04040404,0.080808081,0.0016324865
0.04040404,0.090909091,0.0025507601
0.04040404,0.1010101,0.0036730946
0.04040404,0.11111111,0.0049994898
0.04040404,0.12121212,0.0065299459
0.04040404,0.13131313,0.0082644628
0.04040404,0.14141414,0.010203041
0.04040404,0.15151515,0.012345679
0.04040404,0.16161616,0.014692378
0.04040404,0.17171717,0.017243138
0.04040404,0.18181818,0.019997959
0.04040404,0.19191919,0.022956841
0.04040404,0.2020202,0.026119784
0.04040404,0.21212121,0.029486787
0.04040404,0.22222222,0.033057851
0.04040404,0.23232323,0.036832976
0.04040404,0.24242424,0.040812162
0.04040404,0.25252525,0.044995409
0.04040404,0.26262626,0.049382716
0.04040404,0.27272727,0.053974084
0.04040404,0.28282828,0.058769513
0.04040404,0.29292929,0.063769003
0.04040404,0.3030303,0.068972554
0.04040404,0.31313131,0.074380165
0.04040404,0.32323232,0.079991838
0.04040404,0.33333333,0.085807571
0.04040404,0.34343434,0.091827365
0.04040404,0.35353535,0.098051219
0.04040404,0.36363636,0.10447913
0.04040404,0.37373737,0.11111111
0.04040404,0.38383838,0.11794715
0.04040404,0.39393939,0.12498725
0.04040404,0.4040404,0.1322314
0.04040404,0.41414141,0.13967962
0.04040404,0.42424242,0.1473319
0.04040404,0.43434343,0.15518825
0.04040404,0.44444444,0.16324865
0.04040404,0.45454545,0.17151311
0.04040404,0.46464646,0.17998163
0.04040404,0.47474747,0.18865422
0.04040404,0.48484848,0.19753086
0.04040404,0.49494949,0.20661157
0.04040404,0.50505051,0.21589634
0.04040404,0.51515152,0.22538516
0.04040404,0.52525253,0.23507805
0.04040404,0.53535354,0.244975
0.04040404,0.54545455,0.25507601
0.04040404,0.55555556,0.26538108
0.04040404,0.56565657,0.27589022
0.04040404,0.57575758,0.28660341
0.04040404,0.58585859,0.29752066
0.04040404,0.5959596,0.30864198
0.04040404,0.60606061,0.31996735
0.04040404,0.61616162,0.33149679
0.04040404,0.62626263,0.34323028
0.04040404,0.63636364,0.35516784
0.04040404,0.64646465,0.36730946
0.04040404,0.65656566,0.37965514
0.04040404,0.66666667,0.39220488
0.04040404,0.67676768,0.40495868
0.04040404,0.68686869,0.41791654
0.04040404,0.6969697,0.43107846
0.04040404,0.70707071,0.44444444
0.04040404,0.71717172,0.45801449
0.04040404,0.72727273,0.47178859
0.04040404,0.73737374,0.48576676
0.04040404,0.74747475,0.49994898
0.04040404,0.75757576,0.51433527
0.04040404,0.76767677,0.52892562
0.04040404,0.77777778,0.54372003
0.04040404,0.78787879,0.5587185
0.04040404,0.7979798,0.57392103
0.04040404,0.80808081,0.58932762
0.04040404,0.81818182,0.60493827
0.04040404,0.82828283,0.62075298
0.04040404,0.83838384,0.63677176
0.04040404,0.84848485,0.65299459
0.04040404,0.85858586,0.66942149
0.04040404,0.86868687,0.68605244
0.04040404,0.87878788,0.70288746
0.04040404,0.88888889,0.71992654
0.04040404,0.8989899,0.73716968
0.04040404,0.90909091,0.75461688
0.04040404,0.91919192,0.77226814
0.04040404,0.92929293,0.79012346
0.04040404,0.93939394,0.80818284
0.04040404,0.94949495,0.82644628
0.04040404,0.95959596,0.84491378
0.04040404,0.96969697,0.86358535
0.04040404,0.97979798,0.88246097
0.04040404,0.98989899,0.90154066
0.04040404,1,0.92082441
0.060606061,0,0.0036730946
0.060606061,0.01010101,0.0025507601
0.060606061,0.02020202,0.0016324865
0.060606061,0.03030303,0.00091827365
0.060606061,0.04040404,0.00040812162
0.060606061,0.050505051,0.00010203041
0.060606061,0.060606061,0
0.060606061,0.070707071,0.00010203041
0.060606061,0.080808081,0.00040812162
0.060606061,0.090909091,0.00091827365
0.060606061,0.1010101,0.0016324865
0.060606061,0.11111111,0.0025507601
0.060606061,0.12121212,0.0036730946
0.060606061,0.13131313,0.0049994898
0.060606061,0.14141414,0.0065299459
0.060606061,0.15151515,0.0082644628
0.060606061,0.16161616,0.010203041
0.060606061,0.17171717,0.012345679
0.060606061,0.18181818,0.014692378
0.060606061,0.19191919,0.017243138
0.060606061,0.2020202,0.019997959
0.060606061,0.21212121,0.022956841
0.060606061,0.22222222,0.026119784
0.060606061,0.23232323,0.029486787
0.060606061,0.24242424,0.033057851
0.060606061,0.25252525,0.036832976
0.060606061,0.26262626,0.040812162
0.060606061,0.27272727,0.044995409
0.060606061,0.28282828,0.049382716
0.060606061,0.29292929,0.053974084
0.060606061,0.3030303,0.058769513
0.060606061,0.31313131,0.063769003
0.060606061,0.32323232,0.068972554
0.060606061,0.33333333,0.074380165
0.060606061,0.34343434,0.079991838
0.060606061,0.35353535,0.085807571
0.060606061,0.36363636,0.091827365
0.060606061,0.37373737,0.098051219
0.060606061,0.38383838,0.10447913
0.060606061,0.39393939,0.11111111
0.060606061,0.4040404,0.11794715
0.060606061,0.41414141,0.12498725
0.060606061,0.42424242,0.1322314
0.060606061,0.43434343,0.13967962
0.060606061,0.44444444,0.1473319
0.060606061,0.45454545,0.15518825
0.060606061,0.46464646,0.16324865
0.060606061,0.47474747,0.17151311
0.060606061,0.48484848,0.17998163
0.060606061,0.49494949,0.18865422
0.060606061,0.50505051,0.19753086
0.060606061,0.51515152,0.20661157
0.060606061,0.52525253,0.21589634
0.060606061,0.53535354,0.22538516
0.060606061,0.54545455,0.23507805
0.060606061,0.55555556,0.244975
0.060606061,0.56565657,0.25507601
0.060606061,0.57575758,0.26538108
0.060606061,0.58585859,0.27589022
0.060606061,0.5959596,0.28660341
0.060606061,0.60606061,0.29752066
0.060606061,0.61616162,0.30864198
0.060606061,0.62626263,0.31996735
0.060606061,0.63636364,0.33149679
0.060606061,0.64646465,0.34323028
0.060606061,0.65656566,0.35516784
0.060606061,0.66666667,0.36730946
0.060606061,0.67676768,0.37965514
0.060606061,0.68686869,0.39220488
0.060606061,0.6969697,0.40495868
0.060606061,0.70707071,0.41791654
0.060606061,0.71717172,0.43107846
0.060606061,0.72727273,0.44444444
0.060606061,0.73737374,0.45801449
0.060606061,0.74747475,0.47178859
0.060606061,0.75757576,0.48576676
0.060606061,0.76767677,0.49994898
0.060606061,0.77777778,0.51433527
0.060606061,0.78787879,0.52892562
0.060606061,0.7979798,0.54372003
0.060606061,0.80808081,0.5587185
0.060606061,0.81818182,0.57392103
0.060606061,0.82828283,0.58932762
0.060606061,0.83838384,0.60493827
0.060606061,0.84848485,0.62075298
0.060606061,0.85858586,0.63677176
0.060606061,0.86868687,0.65299459
0.060606061,0.87878788,0.66942149
0.060606061,0.88888889,0.68605244
0.060606061,0.8989899,0.70288746
0.060606061,0.90909091,0.71992654
0.060606061,0.91919192,0.73716968
0.060606061,0.92929293,0.75461688
0.060606061,0.93939394,0.77226814
0.060606061,0.94949495,0.79012346
0.060606061,0.95959596,0.80818284
0.060606061,0.96969697,0.82644628
0.060606061,0.97979798,0.84491378
0.060606061,0.98989899,0.86358535
0.060606061,1,0.88246097
0.080808081,0,0.0065299459
0.080808081,0.01010101,0.0049994898
0.080808081,0.02020202,0.0036730946
0.080808081,0.03030303,0.0025507601
0.080808081,0.04040404,0.0016324865
0.080808081,0.050505051,0.00091827365
0.080808081,0.060606061,0.00040812162
0.080808081,0.070707071,0.00010203041
0.080808081,0.080808081,0
0.080808081,0.090909091,0.00010203041
0.080808081,0.1010101,0.00040812162
0.080808081,0.11111111,0.00091827365
0.080808081,0.12121212,0.0016324865
0.080808081,0.13131313,0.0025507601
0.080808081,0.14141414,0.0036730946
0.080808081,0.15151515,0.0049994898
0.080808081,0.16161616,0.0065299459
0.080808081,0.17171717,0.0082644628
0.080808081,0.18181818,0.010203041
0.080808081,0.19191919,0.012345679
0.080808081,0.2020202,0.014692378
0.080808081,0.21212121,0.017243138
0.080808081,0.22222222,0.019997959
0.080808081,0.23232323,0.022956841
0.080808081,0.24242424,0.026119784
0.080808081,0.25252525,0.029486787
0.080808081,0.26262626,0.033057851
0.080808081,0.27272727,0.036832976
0.080808081,0.28282828,0.040812162
0.080808081,0.29292929,0.044995409
0.080808081,0.3030303,0.049382716
0.080808081,0.31313131,0.053974084
0.080808081,0.32323232,0.058769513
0.080808081,0.33333333,0.063769003
0.080808081,0.34343434,0.068972554
0.080808081,0.35353535,0.074380165
0.080808081,0.36363636,0.079991838
0.080808081,0.37373737,0.085807571
0.080808081,0.38383838,0.091827365
0.080808081,0.39393939,0.098051219
0.080808081,0.4040404,0.10447913
0.080808081,0.41414141,0.11111111
0.080808081,0.42424242,0.11794715
0.080808081,0.43434343,0.12498725
0.080808081,0.44444444,0.1322314
0.080808081,0.45454545,0.13967962
0.080808081,0.46464646,0.1473319
0.080808081,0.47474747,0.15518825
0.080808081,0.48484848,0.16324865
0.080808081,0.49494949,0.17151311
0.080808081,0.50505051,0.17998163
0.080808081,0.51515152,0.18865422
0.080808081,0.52525253,0.19753086
0.080808081,0.53535354,0.20661157
0.080808081,0.54545455,0.21589634
0.080808081,0.55555556,0.22538516
0.080808081,0.56565657,0.23507805
0.080808081,0.57575758,0.244975
0.080808081,0.58585859,0.25507601
0.080808081,0.5959596,0.26538108
0.080808081,0.60606061,0.27589022
0.080808081,0.61616162,0.28660341
0.080808081,0.62626263,0.29752066
0.080808081,0.63636364,0.30864198
0.080808081,0.64646465,0.31996735
0.080808081,0.65656566,0.33149679
0.080808081,0.66666667,0.34323028
0.080808081,0.67676768,0.35516784
0.080808081,0.68686869,0.36730946
0.080808081,0.6969697,0.37965514
0.080808081,0.70707071,0.39220488
0.080808081,0.71717172,0.40495868
0.080808081,0.72727273,0.41791654
0.080808081,0.73737374,0.43107846
0.080808081,0.74747475,0.44444444
0.080808081,0.75757576,0.45801449
0.080808081,0.76767677,0.47178859
0.080808081,0.77777778,0.48576676
0.080808081,0.78787879,0.49994898
0.080808081,0.7979798,0.51433527
0.080808081,0.80808081,0.52892562
0.080808081,0.81818182,0.54372003
0.080808081,0.82828283,0.5587185
0.080808081,0.83838384,0.57392103
0.080808081,0.84848485,0.58932762
0.080808081,0.85858586,0.60493827
0.080808081,0.86868687,0.62075298
0.080808081,0.87878788,0.63677176
0.080808081,0.88888889,0.65299459
0.080808081,0.8989899,0.66942149
0.080808081,0.90909091,0.68605244
0.080808081,0.91919192,0.70288746
0.080808081,0.92929293,0.71992654
0.080808081,0.93939394,0.73716968
0.080808081,0.94949495,0.75461688
0.080808081,0.95959596,0.77226814
0.080808081,0.96969697,0.79012346
0.080808081,0.97979798,0.80818284
0.080808081,0.98989899,0.82644628
0.080808081,1,0.84491378
0.1010101,0,0.010203041
0.1010101,0.01010101,0.0082644628
0.1010101,0.02020202,0.0065299459
0.1010101,0.03030303,0.0049994898
0.1010101,0.04040404,0.0036730946
0.1010101,0.050505051,0.0025507601
0.1010101,0.060606061,0.0016324865
0.1010101,0.070707071,0.00091827365
0.1010101,0.080808081,0.00040812162
0.1010101,0.090909091,0.00010203041
0.1010101,0.1010101,0
0.1010101,0.11111111,0.00010203041
0.1010101,0.12121212,0.00040812162
0.1010101,0.13131313,0.00091827365
0.1010101,0.14141414,0.0016324865
0.1010101,0.15151515,0.0025507601
0.1010101,0.16161616,0.0036730946
0.1010101,0.17171717,0.0049994898
0.1010101,0.18181818,0.0065299459
0.1010101,0.19191919,0.0082644628
0.1010101,0.2020202,0.010203041
0.1010101,0.21212121,0.012345679
0.1010101,0.22222222,0.014692378
0.1010101,0.23232323,0.017243138
0.1010101,0.24242424,0.019997959
0.1010101,0.25252525,0.022956841
0.1010101,0.26262626,0.026119784
0.1010101,0.27272727,0.029486787
0.1010101,0.28282828,0.033057851
0.1010101,0.29292929,0.036832976
0.1010101,0.3030303,0.040812162
0.1010101,0.31313131,0.044995409
0.1010101,0.32323232,0.049382716
0.1010101,0.33333333,0.053974084
0.1010101,0.34343434,0.058769513
0.1010101,0.35353535,0.063769003
0.1010101,0.36363636,0.068972554
0.1010101,0.37373737,0.074380165
0.1010101,0.38383838,0.079991838
0.1010101,0.39393939,0.085807571
0.1010101,0.4040404,0.091827365
0.1010101,0.41414141,0.098051219
0.1010101,0.42424242,0.10447913
0.1010101,0.43434343,0.11111111
0.1010101,0.44444444,0.11794715
0.1010101,0.45454545,0.12498725
0.1010101,0.46464646,0.1322314
0.1010101,0.47474747,0.13967962
0.1010101,0.48484848,0.1473319
0.1010101,0.49494949,0.15518825
0.1010101,0.50505051,0.16324865
0.1010101,0.51515152,0.17151311
0.1010101,0.52525253,0.17998163
0.1010101,0.53535354,0.18865422
0.1010101,0.54545455,0.19753086
0.1010101,0.55555556,0.20661157
0.1010101,0.56565657,0.21589634
0.1010101,0.57575758,0.22538516
0.1010101,0.58585859,0.23507805
0.1010101,0.5959596,0.244975
0.1010101,0.60606061,0.25507601
0.1010101,0.61616162,0.26538108
0.1010101,0.62626263,0.27589022
0.1010101,0.63636364,0.28660341
0.1010101,0.64646465,0.29752066
0.1010101,0.65656566,0.30864198
0.1010101,0.66666667,0.31996735
0.1010101,0.67676768,0.33149679
0.1010101,0.68686869,0.34323028
0.1010101,0.6969697,0.35516784
0.1010101,0.70707071,0.36730946
0.1010101,0.71717172,0.37965514
0.1010101,0.72727273,0.39220488
0.1010101,0.73737374,0.40495868
0.1010101,0.74747475,0.41791654
0.1010101,0.75757576,0.43107846
0.1010101,0.76767677,0.44444444
0.1010101,0.77777778,0.45801449
0.1010101,0.78787879,0.47178859
0.1010101,0.7979798,0.48576676
0.1010101,0.80808081,0.49994898
0.1010101,0.81818182,0.51433527
0.1010101,0.82828283,0.52892562
0.1010101,0.83838384,0.54372003
0.1010101,0.84848485,0.5587185
0.1010101,0.85858586,0.57392103
0.1010101,0.86868687,0.58932762
0.1010101,0.87878788,0.60493827
0.1010101,0.88888889,0.62075298
0.1010101,0.8989899,0.63677176
0.1010101,0.90909091,0.65299459
0.1010101,0.91919192,0.66942149
0.1010101,0.92929293,0.68605244
0.1010101,0.93939394,0.70288746
0.1010101,0.94949495,0.71992654
0.1010101,0.95959596,0.73716968
0.1010101,0.96969697,0.75461688
0.1010101,0.97979798,0.77226814
0.1010101,0.98989899,0.79012346
0.1010101,1,0.80818284
0.12121212,0,0.014692378
0.12121212,0.01010101,0.012345679
0.12121212,0.02020202,0.010203041
0.12121212,0.03030303,0.0082644628
0.12121212,0.04040404,0.0065299459
0.12121212,0.050505051,0.0049994898
0.12121212,0.060606061,0.0036730946
0.12121212,0.070707071,0.0025507601
0.12121212,0.080808081,0.0016324865
0.12121212,0.090909091,0.00091827365
0.12121212,0.1010101,0.00040812162
0.12121212,0.11111111,0.00010203041
0.12121212,0.12121212,0
0.12121212,0.13131313,0.00010203041
0.12121212,0.14141414,0.00040812162
0.12121212,0.15151515,0.00091827365
0.12121212,0.16161616,0.0016324865
0.12121212,0.17171717,0.0025507601
0.12121212,0.18181818,0.0036730946
0.12121212,0.19191919,0.0049994898
0.12121212,0.2020202,0.0065299459
0.12121212,0.21212121,0.0082644628
0.12121212,0.22222222,0.010203041
0.12121212,0.23232323,0.012345679
0.12121212,0.24242424,0.014692378
0.12121212,0.25252525,0.017243138
0.12121212,0.26262626,0.019997959
0.12121212,0.27272727,0.022956841
0.12121212,0.28282828,0.026119784
0.12121212,0.29292929,0.029486787
0.12121212,0.3030303,0.033057851
0.12121212,0.31313131,0.036832976
0.12121212,0.32323232,0.040812162
0.12121212,0.33333333,0.044995409
0.12121212,0.34343434,0.049382716
0.12121212,0.35353535,0.053974084
0.12121212,0.36363636,0.058769513
0.12121212,0.37373737,0.063769003
0.12121212,0.38383838,0.068972554
0.12121212,0.39393939,0.074380165
0.12121212,0.4040404,0.079991838
0.12121212,0.41414141,0.085807571
0.12121212,0.42424242,0.091827365
0.12121212,0.43434343,0.098051219
0.12121212,0.44444444,0.10447913
0.12121212,0.45454545,0.11111111
0.12121212,0.46464646,0.11794715
0.12121212,0.47474747,0.12498725
0.12121212,0.48484848,0.1322314
0.12121212,0.49494949,0.13967962
0.12121212,0.50505051,0.1473319
0.12121212,0.51515152,0.15518825
0.12121212,0.52525253,0.16324865
0.12121212,0.53535354,0.17151311
0.12121212,0.54545455,0.17998163
0.12121212,0.55555556,0.18865422
0.12121212,0.56565657,0.19753086
0.12121212,0.57575758,0.20661157
0.12121212,0.58585859,0.21589634
0.12121212,0.5959596,0.22538516
0.12121212,0.60606061,0.23507805
0.12121212,0.61616162,0.244975
0.12121212,0.62626263,0.25507601
0.12121212,0.63636364,0.26538108
0.12121212,0.64646465,0.27589022
0.12121212,0.65656566,0.28660341
0.12121212,0.66666667,0.29752066
0.12121212,0.67676768,0.30864198
0.12121212,0.68686869,0.31996735
0.12121212,0.6969697,0.33149679
0.12121212,0.70707071,0.34323028
0.12121212,0.71717172,0.35516784
0.12121212,0.72727273,0.36730946
0.12121212,0.73737374,0.37965514
0.12121212,0.74747475,0.39220488
0.12121212,0.75757576,0.40495868
0.12121212,0.76767677,0.41791654
0.12121212,0.77777778,0.43107846
0.12121212,0.78787879,0.44444444
0.12121212,0.7979798,0.45801449
0.12121212,0.80808081,0.47178859
0.12121212,0.81818182,0.48576676
0.12121212,0.82828283,0.49994898
0.12121212,0.83838384,0.51433527
0.12121212,0.84848485,0.52892562
0.12121212,0.85858586,0.54372003
0.12121212,0.86868687,0.5587185
0.12121212,0.87878788,0.57392103
0.12121212,0.88888889,0.58932762
0.12121212,0.8989899,0.60493827
0.12121212,0.90909091,0.62075298
0.12121212,0.91919192,0.63677176
0.12121212,0.92929293,0.65299459
0.12121212,0.93939394,0.66942149
0.12121212,0.94949495,0.68605244
0.12121212,0.95959596,0.70288746
0.12121212,0.96969697,0.71992654
0.12121212,0.97979798,0.73716968
0.12121212,0.98989899,0.75461688
0.12121212,1,0.77226814
0.14141414,0,0.019997959
0.14141414,0.01010101,0.017243138
0.14141414,0.02020202,0.014692378
0.14141414,0.03030303,0.012345679
0.14141414,0.04040404,0.010203041
0.14141414,0.050505051,0.0082644628
0.14141414,0.060606061,0.0065299459
0.14141414,0.070707071,0.0049994898
0.14141414,0.080808081,0.0036730946
0.14141414,0.090909091,0.0025507601
0.14141414,0.1010101,0.0016324865
0.14141414,0.11111111,0.00091827365
0.14141414,0.12121212,0.00040812162
0.14141414,0.13131313,0.00010203041
0.14141414,0.14141414,0
0.14141414,0.15151515,0.00010203041
0.14141414,0.16161616,0.00040812162
0.14141414,0.17171717,0.00091827365
0.14141414,0.18181818,0.0016324865
0.14141414,0.19191919,0.0025507601
0.14141414,0.2020202,0.0036730946
0.14141414,0.21212121,0.0049994898
0.14141414,0.22222222,0.0065299459
0.14141414,0.23232323,0.0082644628
0.14141414,0.24242424,0.010203041
0.14141414,0.25252525,0.012345679
0.14141414,0.26262626,0.014692378
0.14141414,0.27272727,0.017243138
0.14141414,0.28282828,0.019997959
0.14141414,0.29292929,0.022956841
0.14141414,0.3030303,0.026119784
0.14141414,0.31313131,0.029486787
0.14141414,0.32323232,0.033057851
0.14141414,0.33333333,0.036832976
0.14141414,0.34343434,0.040812162
0.14141414,0.35353535,0.044995409
0.14141414,0.36363636,0.049382716
0.14141414,0.37373737,0.053974084
0.14141414,0.38383838,0.058769513
0.14141414,0.39393939,0.063769003
0.14141414,0.4040404,0.068972554
0.14141414,0.41414141,0.074380165
0.14141414,0.42424242,0.079991838
0.14141414,0.43434343,0.085807571
0.14141414,0.44444444,0.091827365
0.14141414,0.45454545,0.098051219
0.14141414,0.46464646,0.10447913
0.14141414,0.47474747,0.11111111
0.14141414,0.48484848,0.11794715
0.14141414,0.49494949,0.12498725
0.14141414,0.50505051,0.1322314
0.14141414,0.51515152,0.13967962
0.14141414,0.52525253,0.1473319
0.14141414,0.53535354,0.15518825
0.14141414,0.54545455,0.16324865
0.14141414,0.55555556,0.17151311
0.14141414,0.56565657,0.17998163
0.14141414,0.57575758,0.18865422
0.14141414,0.58585859,0.19753086
0.14141414,0.5959596,0.20661157
0.14141414,0.60606061,0.21589634
0.14141414,0.61616162,0.22538516
0.14141414,0.62626263,0.23507805
0.14141414,0.63636364,0.244975
0.14141414,0.64646465,0.25507601
0.14141414,0.65656566,0.26538108
0.14141414,0.66666667,0.27589022
0.14141414,0.67676768,0.28660341
0.14141414,0.68686869,0.29752066
0.14141414,0.6969697,0.30864198
0.14141414,0.70707071,0.31996735
0.14141414,0.71717172,0.33149679
0.14141414,0.72727273,0.34323028
0.14141414,0.73737374,0.35516784
0.14141414,0.74747475,0.36730946
0.14141414,0.75757576,0.37965514
0.14141414,0.76767677,0.39220488
0.14141414,0.77777778,0.40495868
0.14141414,0.78787879,0.41791654
0.14141414,0.7979798,0.43107846
0.14141414,0.80808081,0.44444444
0.14141414,0.81818182,0.45801449
0.14141414,0.82828283,0.47178859
0.14141414,0.83838384,0.48576676
0.14141414,0.84848485,0.49994898
0.14141414,0.85858586,0.51433527
0.14141414,0.86868687,0.52892562
0.14141414,0.87878788,0.54372003
0.14141414,0.88888889,0.5587185
0.14141414,0.8989899,0.57392103
0.14141414,0.90909091,0.58932762
0.14141414,0.91919192,0.60493827
0.14141414,0.92929293,0.62075298
0.14141414,0.93939394,0.63677176
0.14141414,0.94949495,0.65299459
0.14141414,0.95959596,0.66942149
0.14141414,0.96969697,0.68605244
0.14141414,0.97979798,0.70288746
