0.16	0.58	-4.788e+08
0.16	0.6	-4.65686e+08
0.16	0.62	-4.50221e+08
0.16	0.64	-4.32683e+08
0.16	0.66	-4.13364e+08
0.16	0.68	-3.92549e+08
0.16	0.7	-3.70512e+08
0.16	0.72	-3.47504e+08
0.16	0.74	-3.23748e+08
0.16	0.76	-2.99441e+08
0.16	0.78	-2.74748e+08
0.16	0.8	-2.49803e+08
0.16	0.82	-2.24715e+08
0.16	0.84	-1.99567e+08
0.16	0.86	-1.74419e+08
0.16	0.88	-1.49311e+08
0.16	0.9	-1.24267e+08
0.16	0.92	-9.92962e+07
0.16	0.94	-7.43978e+07
0.16	0.96	-4.9561e+07
0.16	0.98	-2.47688e+07
0.16	1	0.16
0.18	0	0
0.18	0.02	-2.78152e+07
0.18	0.04	-5.56636e+07
0.18	0.06	-8.35761e+07
0.18	0.08	-1.11579e+08
0.18	0.1	-1.39691e+08
0.18	0.12	-1.67923e+08
0.18	0.14	-1.9627e+08
0.18	0.16	-2.24715e+08
0.18	0.18	-2.53219e+08
0.18	0.2	-2.81723e+08
0.18	0.22	-3.10139e+08
0.18	0.24	-3.38351e+08
0.18	0.26	-3.66208e+08
0.18	0.28	-3.93524e+08
0.18	0.3	-4.20074e+08
0.18	0.32	-4.45595e+08
0.18	0.34	-4.69787e+08
0.18	0.36	-4.92321e+08
0.18	0.38	-5.12847e+08
0.18	0.4	-5.31005e+08
0.18	0.42	-5.46444e+08
0.18	0.44	-5.58839e+08
0.18	0.46	-5.67912e+08
0.18	0.48	-5.73446e+08
0.18	0.5	-5.75306e+08
0.18	0.52	-5.73446e+08
0.18	0.54	-5.67912e+08
0.18	0.56	-5.58839e+08
0.18	0.58	-5.46444e+08
0.18	0.6	-5.31005e+08
0.18	0.62	-5.12847e+08
0.18	0.64	-4.92321e+08
0.18	0.66	-4.69787e+08
0.18	0.68	-4.45595e+08
0.18	0.7	-4.20074e+08
0.18	0.72	-3.93524e+08
0.18	0.74	-3.66208e+08
0.18	0.76	-3.38351e+08
0.18	0.78	-3.10139e+08
0.18	0.8	-2.81723e+08
0.18	0.82	-2.53219e+08
0.18	0.84	-2.24715e+08
0.18	0.86	-1.9627e+08
0.18	0.88	-1.67923e+08
0.18	0.9	-1.39691e+08
0.18	0.92	-1.11579e+08
0.18	0.94	-8.35761e+07
0.18	0.96	-5.56636e+07
0.18	0.98	-2.78152e+07
0.18	1	0.18
0.2	0	0
0.2	0.02	-3.08284e+07
0.2	0.04	-6.1702e+07
0.2	0.06	-9.26639e+07
0.2	0.08	-1.23752e+08
0.2	0.1	-1.54997e+08
0.2	0.12	-1.86419e+08
0.2	0.14	-2.18024e+08
0.2	0.16	-2.49803e+08
0.2	0.18	-2.81723e+08
0.2	0.2	-3.13727e+08
0.2	0.22	-3.45729e+08
0.2	0.24	-3.77605e+08
0.2	0.26	-4.09194e+08
0.2	0.28	-4.40287e+08
0.2	0.3	-4.70629e+08
0.2	0.32	-4.99915e+08
0.2	0.34	-5.27792e+08
0.2	0.36	-5.53866e+08
0.2	0.38	-5.77709e+08
0.2	0.4	-5.98878e+08
0.2	0.42	-6.16936e+08
0.2	0.44	-6.31474e+08
0.2	0.46	-6.42137e+08
0.2	0.48	-6.48651e+08
0.2	0.5	-6.50842e+08
0.2	0.52	-6.48651e+08
0.2	0.54	-6.42137e+08
0.2	0.56	-6.31474e+08
0.2	0.58	-6.16936e+08
0.2	0.6	-5.98878e+08
0.2	0.62	-5.77709e+08
0.2	0.64	-5.53866e+08
0.2	0.66	-5.27792e+08
0.2	0.68	-4.99915e+08
0.2	0.7	-4.70629e+08
0.2	0.72	-4.40287e+08
0.2	0.74	-4.09194e+08
0.2	0.76	-3.77605e+08
0.2	0.78	-3.45729e+08
0.2	0.8	-3.13727e+08
0.2	0.82	-2.81723e+08
0.2	0.84	-2.49803e+08
0.2	0.86	-2.18024e+08
0.2	0.88	-1.86419e+08
0.2	0.9	-1.54997e+08
0.2	0.92	-1.23752e+08
0.2	0.94	-9.26639e+07
0.2	0.96	-6.1702e+07
0.2	0.98	-3.08284e+07
0.2	1	0.2
0.22	0	0
0.22	0.02	-3.37962e+07
0.22	0.04	-6.76523e+07
0.22	0.06	-1.01626e+08
0.22	0.08	-1.35768e+08
0.22	0.1	-1.70126e+08
0.22	0.12	-2.04731e+08
0.22	0.14	-2.39605e+08
0.22	0.16	-2.74748e+08
0.22	0.18	-3.10139e+08
0.22	0.2	-3.45729e+08
0.22	0.22	-3.81434e+08
0.22	0.24	-4.17131e+08
0.22	0.26	-4.52647e+08
0.22	0.28	-4.87756e+08
0.22	0.3	-5.22171e+08
0.22	0.32	-5.55545e+08
0.22	0.34	-5.87462e+08
0.22	0.36	-6.17453e+08
0.22	0.38	-6.45e+08
0.22	0.4	-6.69559e+08
0.22	0.42	-6.90585e+08
0.22	0.44	-7.07564e+08
0.22	0.46	-7.20047e+08
0.22	0.48	-7.27686e+08
0.22	0.5	-7.30258e+08
0.22	0.52	-7.27686e+08
0.22	0.54	-7.20047e+08
0.22	0.56	-7.07564e+08
0.22	0.58	-6.90585e+08
0.22	0.6	-6.69559e+08
0.22	0.62	-6.45e+08
0.22	0.64	-6.17453e+08
0.22	0.66	-5.87462e+08
0.22	0.68	-5.55545e+08
0.22	0.7	-5.22171e+08
0.22	0.72	-4.87756e+08
0.22	0.74	-4.52647e+08
0.22	0.76	-4.17131e+08
0.22	0.78	-3.81434e+08
0.22	0.8	-3.45729e+08
0.22	0.82	-3.10139e+08
0.22	0.84	-2.74748e+08
0.22	0.86	-2.39605e+08
0.22	0.88	-2.04731e+08
0.22	0.9	-1.70126e+08
0.22	0.92	-1.35768e+08
0.22	0.94	-1.01626e+08
0.22	0.96	-6.76523e+07
0.22	0.98	-3.37962e+07
0.22	1	0.22
0.24	0	0
0.24	0.02	-3.67042e+07
0.24	0.04	-7.34852e+07
0.24	0.06	-1.10417e+08
0.24	0.08	-1.4757e+08
0.24	0.1	-1.85006e+08
0.24	0.12	-2.22775e+08
0.24	0.14	-2.60914e+08
0.24	0.16	-2.99441e+08
0.24	0.18	-3.38351e+08
0.24	0.2	-3.77605e+08
0.24	0.22	-4.17131e+08
